"dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"wash_pin","yes_no_host","in need","yes",0.463414634146341,NA,0.375038066798856,0.551791201493827,"region","hiraan"
"wash_pin","yes_no_host","in need","no",0.243243243243243,NA,0.104630264430653,0.381856222055834,"region","middle_shabelle"
"wash_pin","yes_no_host","in need","yes",0.443708609271523,NA,0.364254230604103,0.523162987938944,"region","middle_shabelle"
"wash_pin","yes_no_host","not inneed","no",0.756756756756757,NA,0.618143777944166,0.895369735569347,"region","middle_shabelle"
"wash_pin","yes_no_host","not inneed","yes",0.556291390728477,NA,0.476837012061056,0.635745769395897,"region","middle_shabelle"
"wash_pin","yes_no_host","not inneed","no",0.471264367816092,NA,0.397025373087546,0.545503362544637,"region","nugaal"
"wash_pin","yes_no_host","not inneed","yes",0.683333333333333,NA,0.635235961825756,0.731430704840911,"region","nugaal"
"wash_pin","yes_no_host","in need","no",0.528735632183908,NA,0.454496637455363,0.602974626912454,"region","nugaal"
"wash_pin","yes_no_host","in need","yes",0.316666666666667,NA,0.268569295159089,0.364764038174244,"region","nugaal"
"wash_pin","yes_no_host","in need","no",0.348066298342541,NA,0.278620588391569,0.417512008293514,"region","bari"
"wash_pin","yes_no_host","in need","yes",0.299625468164794,NA,0.26074460364711,0.338506332682478,"region","bari"
"wash_pin","yes_no_host","not inneed","no",0.651933701657459,NA,0.582487991706486,0.721379411608431,"region","bari"
"wash_pin","yes_no_host","not inneed","yes",0.700374531835206,NA,0.661493667317522,0.73925539635289,"region","bari"
"wash_pin","yes_no_host","not inneed","no",0.390728476821192,NA,0.312837723628534,0.46861923001385,"region","sanaag"
"wash_pin","yes_no_host","not inneed","yes",0.507211538461538,NA,0.459126544359921,0.555296532563156,"region","sanaag"
"wash_pin","yes_no_host","in need","no",0.609271523178808,NA,0.53138076998615,0.687162276371466,"region","sanaag"
"wash_pin","yes_no_host","in need","yes",0.492788461538462,NA,0.444703467436844,0.540873455640079,"region","sanaag"
"wash_pin","yes_no_host","not inneed","no",0.488372093023256,NA,0.421507269310723,0.555236916735789,"region","togdheer"
