"dependent.var.value","independent.var.value","repeat.var.value","pev_score_2_cat","edu_score_2_cat","nut_score_2_cat","health_score_2_cat","snfi_score_2_cat","wash_score_2_cat","fsl_score_2_cat","prot_score_2_cat","mcsi_score_2_cat","impact_score_2_cat","msni_2_cat","admin2Name","representiveness_hc"
"in_need","not_displaced","SO1606",0.242424242424242,0.0202020202020202,0.212121212121212,0,0.0202020202020202,0.0101010101010101,0,0,0.0303030303030303,0,0.0404040404040404,"Qardho","acceptable"
"in_need","not_displaced","SO1701",0.287446922563609,0.0065114648956557,0.193901155768297,0.0266421741466559,0.109824429034451,0.036707528772156,0.0201307092510002,0,0.0334517963243282,0,0.0902900343474844,"Garoowe","acceptable"
"in_need","not_displaced","SO1702",0.292700084027261,0.0379547003298885,0.378579712737787,0,0.113541670802633,0.0102926582377818,0.00353836280827156,0,0.0102926582377818,0,0.0241236792838352,"Burtinle","acceptable"
"in_need","not_displaced","SO1703",0.26865671641791,0.00746268656716418,0.223880597014925,0.0149253731343284,0.0970149253731343,0,0.0373134328358209,0,0,0,0.0447761194029851,"Eyl","acceptable"
"in_need","not_displaced","SO1801",0.0822155659622465,0,0.125397260395334,0,0.00999866770863768,0.0161504334171002,0.0384667964375448,0,0.0353600232926367,0,0.0681465751010362,"Gaalkacyo","acceptable"
"in_need","not_displaced","SO1802",0.186490038710605,0.041946476296246,0.331820596918332,0,0.136070374202518,0.0187041335256213,0.000786995793367663,0,0.000786995793367663,0,0.0187041335256213,"Galdogob","acceptable"
"in_need","not_displaced","SO1803",0.0730505860404523,0.0181542182648394,0.354440969145464,0,0.091421660795839,0.190619291780814,0.0635397639269381,0,0.0998482004566169,0,0.299544601369851,"Hobyo","acceptable"
"in_need","not_displaced","SO1804",0.0253164556962025,0.0126582278481013,0.126582278481013,0,0,0.0759493670886076,0,0,0,0,0.0759493670886076,"Jariiban","acceptable"
"in_need","not_displaced","SO1901",0.116831778217172,0,0.300593761586194,0,0.0929372789439954,0,0.00052814362974231,0,0,0,0.00052814362974231,"Dhuusamarreeb","informative"
"in_need","not_displaced","SO1902",0.3261193543781,0.0141791023642652,0.618224699511602,0.0148860779287738,0.143911950336178,0.000706975564508539,0.071955975168089,0,0.0836606630565743,0,0.129025872407404,"Cabudwaaq","acceptable"
"in_need","not_displaced","SO1903",0.291338897175611,0.0131958496518293,0.421030943056098,0.000206040967073267,0.384121926672562,0.0797932208121955,0.0931951114310981,0.000206040967073267,0.0785569750097559,0,0.251133225318903,"Cadaado","acceptable"
"in_need","not_displaced","SO2001",0.326092470313245,0.0625650322903069,0.253674595017004,0.0581100497896205,0.147209699803349,0.154981509519463,0.147404977084046,0.0503382400735063,0.0189580852880044,0.0468261355773817,0.302484125243858,"Belet Weyne","acceptable"
"in_need","not_displaced","SO2101",0.0599991289986405,7.90157811175693e-05,0.433448870480305,0.000395078905587846,0.14076840667876,0.0307107065293784,0.0295254698126148,0.000237047343352708,0.0313231139824084,0.0395253246457216,0.091480274543284,"Jowhar","acceptable"
"in_need","not_displaced","SO2103",0.00332226847035509,0,0.0415283558794386,0.179401935483798,0.00996680541106526,0.00830567117588771,0.00664453694071017,0,0.00664453694071017,0.00166113423517754,0.0199336108221305,"Balcad","acceptable"
"in_need","not_displaced","SO2201",0.16101500886816,0.0260860489711784,0.402076311822796,0.00644117123437715,0.142284856034958,0.056641866431237,0.0032442772288394,0.000129258473337833,0.0366743091477185,0.0121999500344102,0.091361422495236,"Banadir","acceptable"
"in_need","not_displaced","SO2301",0.264150943396226,0.188679245283019,0.188679245283019,0,0.339622641509434,0.0943396226415094,0.0754716981132075,0,0,0.245283018867925,0.245283018867925,"Marka","acceptable"
"in_need","not_displaced","SO2302",0.138890204553925,0.0230391452580221,0.34282375502321,0,0.14160626445973,0.114493029343001,0.0101615426761088,0,0.0101615426761088,0.0101615426761088,0.134816114695219,"Afgooye","acceptable"
"in_need","not_displaced","SO2305",0.012442489643235,0,0.14930987571882,0,0.0248849792864701,0.192858589470143,0.0186637344648525,0,0,0.012442489643235,0.19907983429176,"Qoryooley","acceptable"
"in_need","not_displaced","SO2307",0.174036598108916,0.161039904357781,0.721685774327885,0.10306553878898,0.411617573394263,0.0515327693944901,0.323936479251439,0,0.00829826671018764,0,0.370884323007495,"Wanla Weyn","acceptable"
"in_need","not_displaced","SO2401",0.382472977383484,0.0349422292785224,0.473546405416661,0.0254006695618975,0.242144980496847,0.132333207440347,0.0439247092226,0.0349422292785224,0.0603428988404199,0.015085724710105,0.23316250055277,"Baydhaba","acceptable"
"in_need","not_displaced","SO2402",0.124223602484472,0.0434782608695652,0.304347826086956,0.0807453416149068,0.0807453416149068,0.0248447204968944,0.0124223602484472,0,0.0559006211180124,0.0062111801242236,0.105590062111801,"Buur Hakaba","acceptable"
"in_need","not_displaced","SO2501",0.287695816402973,0.0249810221988308,0.137533642465709,0.0249810221988308,0.150231184123334,0.312745848787873,0.0999240887953233,0,0.1623766442924,0,0.437650959782028,"Xudur","acceptable"
"in_need","not_displaced","SO2502",0.182871959427675,0.0387758569146493,0.286413126887321,0.0749944331724382,0.261702313585404,0.332999708126466,0.0781910339935137,0,0.0497831820602205,0,0.424116027758197,"Ceel Barde","informative"
"in_need","not_displaced","SO2504",0.149857644048359,0.025213533927462,0.264742106238351,0.025213533927462,0.334688469955083,0.104581871525621,0.0882473687461172,0,0.0630338348186551,0,0.255863075090393,"Waajid","acceptable"
"in_need","not_displaced","SO2601",0.215337640169029,0.0195139800455078,0.391191413801413,0.0977978534503533,0.784890313053786,0.54753120738829,0.0195139800455078,0,0.0587698933593378,0,0.645557014061457,"Garbahaarey","informative"
"in_need","not_displaced","SO2602",0.119047619047619,0.107142857142857,0.0833333333333333,0.0119047619047619,0.238095238095238,0.25,0.0119047619047619,0.0119047619047619,0.0238095238095238,0,0.285714285714286,"Baardheere","acceptable"
"in_need","not_displaced","SO2603",0.0759968836319853,0.00391856223935907,0.647832479716402,0.00783712447871814,0.0869224102790292,0.274355592424539,0.0368112612383946,0,0.534194174774989,0,0.627409508448573,"Belet Xaawo","informative"
"in_need","not_displaced","SO2604",0.053085554682198,0,0.0919940391028615,0,0.0266290327307166,0.0395985275376044,0,0,0.1708460726196,0,0.197302594571081,"Ceel Waaq","acceptable"
"in_need","not_displaced","SO2605",0.142187277112997,0.0127019785258846,0.326057776572291,0,0.156122012303015,0.0889138496811925,0.0127019785258846,0,0.0508079141035386,0,0.139721763784731,"Doolow","acceptable"
"in_need","not_displaced","SO2606",0.112558026793987,0.0504985267719269,0.242392928505249,0.0504985267719269,0.357873491090731,0.0721592053764452,0.102458321439601,0,0.0504985267719269,0,0.225116053587973,"Luuq","acceptable"
"in_need","not_displaced","SO2801",0.303881584086806,0.00512359343459378,0.343757139252051,0,0.157523759106597,0.0731789124901046,0.0246992199157684,0,0,0.00256179671729689,0.0978781324058729,"Kismaayo","acceptable"
"in_need","not_displaced","SO2802",0.239605598841619,0.0248914017789423,0.231331448665793,0.0269599393228987,0.163828173481349,0.259256705509205,0.070537130248914,0,0.121354202578777,0,0.327725298214163,"Afmadow","informative"
"in_need","not_displaced","SO2803",0.3,0.15,0.05,0.05,0.45,0.15,0,0,0,0,0.15,"Badhaadhe","acceptable"
